order_id,order_date,session_id,customer_id,city,category,channel,experiment_group,order_value,discount_pct,delivery_days
O002548,2026-05-19,S0046750,C04530,Indore,Beauty,Paid Search,free_shipping_nudge,1232,10,1
O002549,2026-05-19,S0046753,C04284,Hyderabad,Footwear,Paid Search,control,2626,25,3
O002550,2026-05-20,S0046778,C03094,Hyderabad,Men Casual,Organic,free_shipping_nudge,1303,10,4
O002551,2026-05-20,S0046796,C02006,Hyderabad,Women Ethnic,Paid Search,free_shipping_nudge,2511,25,2
O002552,2026-05-20,S0046807,C00966,Hyderabad,Women Ethnic,Organic,control,2721,10,3
O002553,2026-05-20,S0046848,C00003,Pune,Beauty,Push,control,824,20,6
O002554,2026-05-20,S0046863,C05022,Delhi NCR,Women Ethnic,Organic,free_shipping_nudge,1522,20,3
O002555,2026-05-20,S0046868,C01458,Mumbai,Women Ethnic,Affiliate,free_shipping_nudge,1176,10,1
O002556,2026-05-20,S0046874,C02046,Mumbai,Women Ethnic,Influencer,control,1577,5,6
O002557,2026-05-20,S0046879,C03643,Bengaluru,Women Ethnic,Influencer,free_shipping_nudge,2857,30,6
O002558,2026-05-20,S0046885,C04629,Hyderabad,Men Casual,Organic,control,2516,0,5
O002559,2026-05-20,S0046895,C01239,Bengaluru,Men Casual,Influencer,control,1689,10,2
O002560,2026-05-20,S0046912,C03837,Delhi NCR,Women Ethnic,Organic,free_shipping_nudge,1361,30,2
O002561,2026-05-20,S0046932,C01393,Pune,Beauty,Affiliate,control,1019,25,6
O002562,2026-05-20,S0046951,C00946,Indore,Women Ethnic,Organic,control,1789,0,6
O002563,2026-05-20,S0046958,C04471,Jaipur,Beauty,Organic,free_shipping_nudge,646,15,6
O002564,2026-05-20,S0046961,C02125,Bengaluru,Men Casual,Affiliate,free_shipping_nudge,1374,20,4
O002565,2026-05-20,S0046962,C02357,Mumbai,Women Ethnic,Paid Search,control,1312,20,1
O002566,2026-05-20,S0046995,C03189,Hyderabad,Men Casual,Influencer,free_shipping_nudge,1580,25,3
O002567,2026-05-20,S0047027,C00104,Delhi NCR,Beauty,Organic,free_shipping_nudge,776,5,5
O002568,2026-05-20,S0047037,C01506,Hyderabad,Women Ethnic,Push,free_shipping_nudge,2251,20,2
O002569,2026-05-20,S0047044,C02990,Delhi NCR,Beauty,Organic,control,762,0,4
O002570,2026-05-20,S0047050,C02326,Lucknow,Beauty,Paid Search,free_shipping_nudge,1377,5,1
O002571,2026-05-21,S0047104,C00960,Hyderabad,Beauty,Paid Search,control,852,0,3
O002572,2026-05-21,S0047152,C00155,Pune,Men Casual,Influencer,control,1871,0,5
O002573,2026-05-21,S0047155,C00096,Mumbai,Women Ethnic,Organic,control,771,0,3
O002574,2026-05-21,S0047165,C02215,Bengaluru,Kids,Push,control,1440,30,4
O002575,2026-05-21,S0047187,C00718,Hyderabad,Men Casual,Paid Search,free_shipping_nudge,1179,5,4
O002576,2026-05-21,S0047197,C01746,Jaipur,Women Ethnic,Paid Search,control,2149,0,5
O002577,2026-05-21,S0047223,C02226,Pune,Women Ethnic,Affiliate,free_shipping_nudge,1140,10,2
O002578,2026-05-21,S0047238,C04791,Pune,Beauty,Organic,control,821,0,1
O002579,2026-05-21,S0047239,C02208,Mumbai,Kids,Push,control,1219,10,5
O002580,2026-05-21,S0047243,C02248,Delhi NCR,Footwear,Influencer,free_shipping_nudge,2542,20,6
O002581,2026-05-21,S0047247,C01387,Jaipur,Men Casual,Organic,free_shipping_nudge,1966,15,4
O002582,2026-05-21,S0047249,C03752,Delhi NCR,Women Ethnic,Push,control,1556,30,4
O002583,2026-05-21,S0047257,C02467,Mumbai,Women Ethnic,Paid Search,control,2290,5,1
O002584,2026-05-21,S0047267,C01550,Delhi NCR,Footwear,Paid Search,control,1822,5,1
O002585,2026-05-21,S0047272,C00254,Delhi NCR,Kids,Affiliate,control,1476,0,4
O002586,2026-05-21,S0047273,C01392,Bengaluru,Men Casual,Paid Search,free_shipping_nudge,1951,30,1
O002587,2026-05-21,S0047275,C00137,Mumbai,Kids,Influencer,control,1203,25,1
O002588,2026-05-21,S0047298,C05196,Bengaluru,Beauty,Influencer,free_shipping_nudge,1194,10,3
O002589,2026-05-21,S0047355,C01395,Hyderabad,Kids,Paid Search,free_shipping_nudge,1084,5,6
O002590,2026-05-21,S0047361,C04711,Pune,Men Casual,Organic,free_shipping_nudge,1346,5,4
O002591,2026-05-22,S0047448,C04280,Mumbai,Women Ethnic,Organic,control,2697,0,5
O002592,2026-05-22,S0047474,C03828,Delhi NCR,Beauty,Paid Search,control,697,25,5
O002593,2026-05-22,S0047479,C02793,Bengaluru,Men Casual,Paid Search,free_shipping_nudge,1206,10,2
O002594,2026-05-22,S0047500,C00519,Mumbai,Women Ethnic,Organic,free_shipping_nudge,1698,30,6
O002595,2026-05-22,S0047517,C00558,Indore,Beauty,Affiliate,control,807,0,4
O002596,2026-05-22,S0047522,C02383,Delhi NCR,Women Ethnic,Organic,free_shipping_nudge,1836,25,1
O002597,2026-05-22,S0047544,C04606,Lucknow,Men Casual,Paid Search,control,1733,30,1
O002598,2026-05-22,S0047555,C03049,Delhi NCR,Men Casual,Push,free_shipping_nudge,2306,5,1
O002599,2026-05-22,S0047578,C02151,Mumbai,Women Ethnic,Paid Search,free_shipping_nudge,1816,0,6
O002600,2026-05-22,S0047604,C05142,Delhi NCR,Beauty,Paid Search,free_shipping_nudge,1023,25,6
O002601,2026-05-22,S0047608,C03043,Hyderabad,Beauty,Paid Search,control,1033,5,5
O002602,2026-05-22,S0047615,C01610,Delhi NCR,Footwear,Push,free_shipping_nudge,2500,0,1
O002603,2026-05-22,S0047622,C01314,Bengaluru,Beauty,Paid Search,control,1489,30,1
O002604,2026-05-22,S0047632,C01666,Bengaluru,Women Ethnic,Organic,free_shipping_nudge,1397,20,3
O002605,2026-05-22,S0047634,C02513,Lucknow,Men Casual,Push,free_shipping_nudge,1820,10,5
O002606,2026-05-22,S0047642,C04931,Lucknow,Men Casual,Push,free_shipping_nudge,1235,10,3
O002607,2026-05-22,S0047661,C01493,Indore,Women Ethnic,Push,free_shipping_nudge,2305,25,4
O002608,2026-05-22,S0047669,C04273,Lucknow,Women Ethnic,Push,free_shipping_nudge,1535,0,4
O002609,2026-05-22,S0047677,C03018,Delhi NCR,Men Casual,Push,free_shipping_nudge,2131,20,1
O002610,2026-05-22,S0047679,C00106,Bengaluru,Beauty,Affiliate,control,909,15,4
O002611,2026-05-23,S0047720,C03648,Pune,Women Ethnic,Push,free_shipping_nudge,2341,25,3
O002612,2026-05-23,S0047753,C01604,Mumbai,Women Ethnic,Influencer,free_shipping_nudge,1229,25,5
O002613,2026-05-23,S0047763,C02178,Hyderabad,Footwear,Influencer,free_shipping_nudge,2334,25,4
O002614,2026-05-23,S0047767,C00134,Bengaluru,Beauty,Organic,control,906,20,5
O002615,2026-05-23,S0047771,C00661,Hyderabad,Women Ethnic,Push,control,2105,20,4
O002616,2026-05-23,S0047783,C02874,Delhi NCR,Kids,Push,control,1883,20,4
O002617,2026-05-23,S0047784,C03753,Lucknow,Women Ethnic,Paid Search,control,2073,20,5
O002618,2026-05-23,S0047794,C00477,Lucknow,Beauty,Influencer,control,535,25,6
O002619,2026-05-23,S0047815,C04462,Bengaluru,Men Casual,Influencer,free_shipping_nudge,1558,5,6
O002620,2026-05-23,S0047821,C04746,Pune,Women Ethnic,Organic,free_shipping_nudge,2463,20,1
O002621,2026-05-23,S0047901,C04816,Pune,Beauty,Organic,control,1025,15,2
O002622,2026-05-23,S0047932,C02561,Lucknow,Men Casual,Push,control,2247,30,1
O002623,2026-05-24,S0047996,C04101,Indore,Footwear,Organic,control,894,0,5
O002624,2026-05-24,S0047999,C02858,Jaipur,Kids,Paid Search,free_shipping_nudge,923,5,1
O002625,2026-05-24,S0048013,C01039,Delhi NCR,Kids,Paid Search,free_shipping_nudge,1442,15,1
O002626,2026-05-24,S0048014,C05075,Bengaluru,Men Casual,Influencer,free_shipping_nudge,1887,15,6
O002627,2026-05-24,S0048023,C01755,Bengaluru,Footwear,Push,control,2695,30,5
O002628,2026-05-24,S0048092,C05064,Bengaluru,Women Ethnic,Push,free_shipping_nudge,1467,20,1
O002629,2026-05-24,S0048164,C02573,Hyderabad,Men Casual,Influencer,free_shipping_nudge,1183,30,1
O002630,2026-05-24,S0048166,C02369,Indore,Footwear,Organic,control,1693,20,6
O002631,2026-05-24,S0048168,C04349,Jaipur,Men Casual,Organic,control,2195,30,3
O002632,2026-05-24,S0048173,C00547,Jaipur,Men Casual,Organic,free_shipping_nudge,906,0,3
O002633,2026-05-24,S0048181,C01896,Bengaluru,Kids,Organic,free_shipping_nudge,1230,20,2
O002634,2026-05-24,S0048254,C00289,Pune,Women Ethnic,Organic,control,2536,10,6
O002635,2026-05-24,S0048256,C04260,Jaipur,Women Ethnic,Organic,control,1641,30,4
O002636,2026-05-24,S0048306,C01858,Indore,Footwear,Organic,control,3050,0,6
O002637,2026-05-24,S0048323,C02218,Pune,Women Ethnic,Affiliate,free_shipping_nudge,2266,15,5
O002638,2026-05-25,S0048361,C05148,Bengaluru,Kids,Paid Search,control,862,10,4
O002639,2026-05-25,S0048389,C01767,Delhi NCR,Women Ethnic,Affiliate,control,1441,10,5
O002640,2026-05-25,S0048419,C02428,Hyderabad,Beauty,Affiliate,free_shipping_nudge,1152,30,6
O002641,2026-05-25,S0048458,C04614,Mumbai,Men Casual,Affiliate,free_shipping_nudge,1165,15,3
O002642,2026-05-25,S0048475,C02759,Indore,Men Casual,Influencer,control,2155,15,4
O002643,2026-05-25,S0048477,C03473,Delhi NCR,Beauty,Organic,free_shipping_nudge,1267,25,5
O002644,2026-05-25,S0048498,C02573,Hyderabad,Kids,Influencer,free_shipping_nudge,1137,5,1
O002645,2026-05-25,S0048515,C02795,Mumbai,Women Ethnic,Paid Search,control,2267,25,1
O002646,2026-05-25,S0048519,C01664,Indore,Women Ethnic,Influencer,free_shipping_nudge,1620,20,3
O002647,2026-05-25,S0048535,C03809,Pune,Beauty,Organic,free_shipping_nudge,1141,30,2
O002648,2026-05-25,S0048544,C03944,Delhi NCR,Beauty,Paid Search,control,1124,15,1
O002649,2026-05-25,S0048547,C01695,Jaipur,Men Casual,Push,free_shipping_nudge,1643,5,3
O002650,2026-05-25,S0048552,C00822,Jaipur,Footwear,Paid Search,control,2151,10,4
O002651,2026-05-25,S0048566,C01197,Indore,Beauty,Organic,free_shipping_nudge,1717,5,2
O002652,2026-05-25,S0048579,C02063,Mumbai,Beauty,Organic,control,1031,5,4
O002653,2026-05-25,S0048587,C02113,Bengaluru,Men Casual,Affiliate,control,1946,30,6
O002654,2026-05-25,S0048590,C01503,Bengaluru,Men Casual,Paid Search,free_shipping_nudge,2003,5,5
O002655,2026-05-26,S0048606,C02420,Mumbai,Footwear,Influencer,free_shipping_nudge,2239,20,3
O002656,2026-05-26,S0048610,C04056,Mumbai,Women Ethnic,Push,control,1737,25,1
O002657,2026-05-26,S0048657,C03965,Indore,Beauty,Affiliate,free_shipping_nudge,970,30,2
O002658,2026-05-26,S0048659,C03756,Mumbai,Footwear,Affiliate,free_shipping_nudge,2891,30,1
O002659,2026-05-26,S0048691,C01476,Bengaluru,Beauty,Organic,free_shipping_nudge,1146,15,4
O002660,2026-05-26,S0048699,C01114,Bengaluru,Men Casual,Organic,free_shipping_nudge,1751,25,3
O002661,2026-05-26,S0048728,C00708,Mumbai,Men Casual,Affiliate,free_shipping_nudge,2135,5,1
O002662,2026-05-26,S0048750,C02919,Bengaluru,Men Casual,Push,control,2036,20,1
O002663,2026-05-26,S0048759,C02518,Delhi NCR,Men Casual,Influencer,control,2033,30,2
O002664,2026-05-26,S0048771,C04196,Mumbai,Men Casual,Paid Search,control,1407,20,1
O002665,2026-05-26,S0048811,C03755,Mumbai,Beauty,Paid Search,control,1173,0,6
O002666,2026-05-26,S0048820,C01262,Lucknow,Footwear,Push,free_shipping_nudge,1441,15,5
O002667,2026-05-26,S0048822,C01111,Mumbai,Kids,Organic,control,880,25,2
O002668,2026-05-26,S0048869,C04933,Bengaluru,Men Casual,Influencer,control,1744,5,5
O002669,2026-05-26,S0048874,C01192,Pune,Footwear,Paid Search,control,1960,30,3
O002670,2026-05-26,S0048897,C01339,Bengaluru,Women Ethnic,Affiliate,free_shipping_nudge,1998,10,3
O002671,2026-05-26,S0048911,C02500,Lucknow,Women Ethnic,Organic,control,1639,10,6
O002672,2026-05-26,S0048933,C03408,Mumbai,Women Ethnic,Influencer,free_shipping_nudge,1760,5,6
O002673,2026-05-27,S0048967,C01372,Delhi NCR,Beauty,Push,control,699,0,5
O002674,2026-05-27,S0048970,C04566,Delhi NCR,Women Ethnic,Organic,free_shipping_nudge,2608,30,4
O002675,2026-05-27,S0049004,C00312,Pune,Beauty,Organic,control,1177,0,5
O002676,2026-05-27,S0049008,C04225,Hyderabad,Women Ethnic,Paid Search,free_shipping_nudge,915,25,3
O002677,2026-05-27,S0049013,C01017,Pune,Kids,Organic,free_shipping_nudge,1045,0,6
O002678,2026-05-27,S0049044,C00069,Mumbai,Men Casual,Paid Search,control,1516,25,2
O002679,2026-05-27,S0049047,C02072,Hyderabad,Beauty,Paid Search,control,1352,30,5
O002680,2026-05-27,S0049056,C04054,Lucknow,Beauty,Influencer,control,1054,20,6
O002681,2026-05-27,S0049073,C03742,Delhi NCR,Women Ethnic,Organic,control,2551,30,5
O002682,2026-05-27,S0049075,C00111,Bengaluru,Men Casual,Paid Search,control,1895,0,6
O002683,2026-05-27,S0049085,C04277,Bengaluru,Footwear,Paid Search,free_shipping_nudge,2344,15,3
O002684,2026-05-27,S0049090,C03546,Mumbai,Women Ethnic,Organic,control,2238,0,5
O002685,2026-05-27,S0049097,C03716,Bengaluru,Kids,Organic,control,1855,30,6
O002686,2026-05-27,S0049109,C02301,Mumbai,Men Casual,Paid Search,free_shipping_nudge,1736,25,1
O002687,2026-05-27,S0049121,C00609,Indore,Beauty,Influencer,free_shipping_nudge,1230,0,5
O002688,2026-05-27,S0049122,C04038,Jaipur,Beauty,Affiliate,free_shipping_nudge,712,25,4
O002689,2026-05-27,S0049144,C02525,Bengaluru,Footwear,Paid Search,free_shipping_nudge,2558,25,2
O002690,2026-05-27,S0049157,C05179,Mumbai,Beauty,Push,free_shipping_nudge,834,10,4
O002691,2026-05-27,S0049179,C01250,Mumbai,Beauty,Organic,control,1167,0,4
O002692,2026-05-27,S0049189,C04401,Bengaluru,Kids,Paid Search,free_shipping_nudge,1250,15,3
O002693,2026-05-27,S0049205,C01853,Delhi NCR,Women Ethnic,Influencer,free_shipping_nudge,1439,20,5
O002694,2026-05-27,S0049245,C01054,Mumbai,Women Ethnic,Organic,free_shipping_nudge,1680,25,4
O002695,2026-05-28,S0049259,C03857,Mumbai,Beauty,Organic,free_shipping_nudge,1082,0,2
O002696,2026-05-28,S0049277,C03340,Bengaluru,Men Casual,Organic,control,864,25,1
O002697,2026-05-28,S0049305,C02519,Pune,Beauty,Push,free_shipping_nudge,1147,30,1
O002698,2026-05-28,S0049309,C02385,Jaipur,Women Ethnic,Influencer,free_shipping_nudge,1968,25,3
O002699,2026-05-28,S0049314,C01194,Indore,Women Ethnic,Affiliate,control,2265,25,4
O002700,2026-05-28,S0049321,C02698,Delhi NCR,Footwear,Organic,free_shipping_nudge,1583,15,4
O002701,2026-05-28,S0049368,C02493,Lucknow,Men Casual,Organic,free_shipping_nudge,1867,20,6
O002702,2026-05-28,S0049376,C03787,Mumbai,Men Casual,Push,control,1547,15,4
O002703,2026-05-28,S0049431,C03977,Indore,Kids,Influencer,free_shipping_nudge,1118,0,5
O002704,2026-05-28,S0049436,C05041,Jaipur,Footwear,Paid Search,control,1036,20,3
O002705,2026-05-28,S0049466,C00683,Hyderabad,Footwear,Affiliate,free_shipping_nudge,2988,25,2
O002706,2026-05-28,S0049492,C05083,Mumbai,Beauty,Paid Search,control,676,10,2
O002707,2026-05-28,S0049514,C04721,Mumbai,Women Ethnic,Push,control,2253,30,5
O002708,2026-05-28,S0049529,C02054,Bengaluru,Women Ethnic,Push,control,2113,5,5
O002709,2026-05-29,S0049572,C03187,Jaipur,Men Casual,Influencer,free_shipping_nudge,1331,25,5
O002710,2026-05-29,S0049604,C04779,Lucknow,Footwear,Influencer,control,3011,15,4
O002711,2026-05-29,S0049608,C01779,Hyderabad,Men Casual,Organic,free_shipping_nudge,1155,5,1
O002712,2026-05-29,S0049626,C00113,Hyderabad,Men Casual,Organic,free_shipping_nudge,1404,30,4
O002713,2026-05-29,S0049631,C01631,Jaipur,Women Ethnic,Organic,free_shipping_nudge,2124,25,5
O002714,2026-05-29,S0049642,C04056,Mumbai,Footwear,Organic,free_shipping_nudge,2492,15,1
O002715,2026-05-29,S0049648,C05199,Mumbai,Women Ethnic,Organic,free_shipping_nudge,1762,0,1
O002716,2026-05-29,S0049657,C03688,Hyderabad,Women Ethnic,Organic,control,1772,0,1
O002717,2026-05-29,S0049664,C03813,Delhi NCR,Kids,Push,control,770,20,2
O002718,2026-05-29,S0049671,C00392,Bengaluru,Beauty,Organic,control,1011,5,2
O002719,2026-05-29,S0049692,C00694,Delhi NCR,Kids,Organic,control,1522,5,2
O002720,2026-05-29,S0049710,C00636,Hyderabad,Beauty,Organic,free_shipping_nudge,856,10,1
O002721,2026-05-29,S0049719,C02604,Lucknow,Women Ethnic,Paid Search,free_shipping_nudge,1787,30,3
O002722,2026-05-29,S0049731,C04064,Pune,Men Casual,Organic,free_shipping_nudge,1927,25,2
O002723,2026-05-29,S0049734,C01840,Mumbai,Kids,Paid Search,free_shipping_nudge,1607,10,1
O002724,2026-05-29,S0049752,C02193,Bengaluru,Men Casual,Paid Search,free_shipping_nudge,1603,0,1
O002725,2026-05-29,S0049761,C02093,Bengaluru,Beauty,Organic,control,714,20,6
O002726,2026-05-29,S0049762,C01433,Lucknow,Beauty,Organic,free_shipping_nudge,756,30,2
O002727,2026-05-29,S0049779,C00299,Jaipur,Men Casual,Organic,free_shipping_nudge,1087,15,6
O002728,2026-05-29,S0049795,C04202,Delhi NCR,Men Casual,Influencer,control,1197,30,5
O002729,2026-05-29,S0049809,C04335,Hyderabad,Women Ethnic,Influencer,free_shipping_nudge,2448,0,6
O002730,2026-05-29,S0049858,C00797,Delhi NCR,Beauty,Affiliate,free_shipping_nudge,1031,5,2
O002731,2026-05-29,S0049859,C00960,Hyderabad,Footwear,Push,free_shipping_nudge,754,30,5
O002732,2026-05-29,S0049870,C00814,Pune,Women Ethnic,Influencer,free_shipping_nudge,2542,5,6
O002733,2026-05-29,S0049902,C00756,Lucknow,Men Casual,Paid Search,control,1296,0,1
O002734,2026-05-30,S0049920,C03705,Bengaluru,Women Ethnic,Organic,free_shipping_nudge,2345,15,6
O002735,2026-05-30,S0049979,C01589,Pune,Women Ethnic,Paid Search,control,1536,5,4
O002736,2026-05-30,S0049980,C02150,Jaipur,Men Casual,Push,control,1393,20,4
O002737,2026-05-30,S0049985,C04555,Delhi NCR,Women Ethnic,Influencer,control,2034,20,6
O002738,2026-05-30,S0050010,C02650,Mumbai,Women Ethnic,Organic,free_shipping_nudge,1345,0,4
O002739,2026-05-30,S0050018,C02315,Lucknow,Footwear,Paid Search,control,2104,25,5
O002740,2026-05-30,S0050039,C02854,Bengaluru,Beauty,Affiliate,control,946,10,3
O002741,2026-05-30,S0050059,C03788,Delhi NCR,Men Casual,Organic,control,1540,30,5
O002742,2026-05-30,S0050085,C04651,Hyderabad,Men Casual,Affiliate,free_shipping_nudge,1454,25,3
O002743,2026-05-30,S0050095,C00894,Bengaluru,Beauty,Paid Search,free_shipping_nudge,1077,30,1
O002744,2026-05-30,S0050102,C01688,Bengaluru,Beauty,Influencer,free_shipping_nudge,313,10,4
O002745,2026-05-30,S0050129,C00899,Mumbai,Women Ethnic,Push,free_shipping_nudge,2420,30,3
O002746,2026-05-30,S0050168,C03758,Indore,Beauty,Paid Search,control,689,0,2
O002747,2026-05-30,S0050255,C03770,Delhi NCR,Beauty,Influencer,free_shipping_nudge,818,20,1
O002748,2026-05-31,S0050260,C00332,Delhi NCR,Men Casual,Paid Search,free_shipping_nudge,1243,10,4
O002749,2026-05-31,S0050286,C04674,Pune,Footwear,Paid Search,control,2458,10,2
O002750,2026-05-31,S0050290,C00246,Bengaluru,Women Ethnic,Influencer,free_shipping_nudge,1979,30,1
O002751,2026-05-31,S0050294,C01034,Delhi NCR,Women Ethnic,Paid Search,free_shipping_nudge,2682,5,1
O002752,2026-05-31,S0050313,C03544,Delhi NCR,Kids,Affiliate,control,1681,5,4
O002753,2026-05-31,S0050314,C03375,Mumbai,Kids,Affiliate,control,1290,5,6
O002754,2026-05-31,S0050315,C04547,Mumbai,Men Casual,Organic,control,943,0,1
O002755,2026-05-31,S0050316,C02212,Delhi NCR,Women Ethnic,Push,free_shipping_nudge,1766,15,3
O002756,2026-05-31,S0050317,C04433,Bengaluru,Kids,Paid Search,free_shipping_nudge,1375,10,1
O002757,2026-05-31,S0050390,C02060,Jaipur,Men Casual,Affiliate,free_shipping_nudge,1646,30,1
O002758,2026-05-31,S0050418,C03005,Indore,Beauty,Organic,free_shipping_nudge,958,5,6
O002759,2026-05-31,S0050445,C01274,Hyderabad,Women Ethnic,Paid Search,control,870,5,1
O002760,2026-05-31,S0050487,C01795,Lucknow,Footwear,Organic,free_shipping_nudge,1567,25,2
O002761,2026-05-31,S0050509,C05025,Lucknow,Footwear,Paid Search,free_shipping_nudge,2351,10,6
O002762,2026-05-31,S0050510,C03745,Mumbai,Beauty,Organic,free_shipping_nudge,975,5,2
O002763,2026-05-31,S0050526,C01079,Delhi NCR,Kids,Paid Search,control,1085,20,3
O002764,2026-05-31,S0050595,C00989,Bengaluru,Footwear,Affiliate,control,2355,25,3
O002765,2026-05-31,S0050596,C01687,Mumbai,Kids,Organic,control,1778,5,6
O002766,2026-05-31,S0050601,C00490,Delhi NCR,Men Casual,Influencer,control,1219,20,3
O002767,2026-05-31,S0050642,C02695,Lucknow,Footwear,Paid Search,control,2202,25,5
O002768,2026-06-01,S0050650,C03884,Jaipur,Beauty,Paid Search,control,1301,30,2
O002769,2026-06-01,S0050652,C05076,Bengaluru,Women Ethnic,Organic,free_shipping_nudge,1904,20,6
O002770,2026-06-01,S0050669,C04397,Mumbai,Men Casual,Influencer,control,1574,15,4
O002771,2026-06-01,S0050673,C04227,Mumbai,Men Casual,Influencer,free_shipping_nudge,1705,10,6
O002772,2026-06-01,S0050683,C01923,Bengaluru,Men Casual,Affiliate,free_shipping_nudge,1708,15,5
O002773,2026-06-01,S0050705,C00572,Delhi NCR,Footwear,Push,control,2353,30,3
O002774,2026-06-01,S0050747,C02911,Mumbai,Beauty,Push,free_shipping_nudge,622,10,4
O002775,2026-06-01,S0050765,C03724,Pune,Women Ethnic,Organic,control,1032,20,2
O002776,2026-06-01,S0050775,C02410,Indore,Beauty,Organic,free_shipping_nudge,1145,25,5
O002777,2026-06-01,S0050793,C04734,Delhi NCR,Women Ethnic,Organic,control,2441,30,2
O002778,2026-06-01,S0050796,C03579,Indore,Women Ethnic,Push,free_shipping_nudge,1741,20,4
O002779,2026-06-01,S0050847,C02495,Mumbai,Beauty,Push,control,548,20,6
O002780,2026-06-01,S0050850,C05061,Jaipur,Beauty,Organic,free_shipping_nudge,917,15,6
O002781,2026-06-01,S0050881,C04932,Pune,Beauty,Push,free_shipping_nudge,1632,15,1
O002782,2026-06-02,S0050895,C00804,Delhi NCR,Women Ethnic,Push,control,2819,5,5
O002783,2026-06-02,S0050906,C02126,Mumbai,Men Casual,Organic,control,1630,30,2
O002784,2026-06-02,S0050916,C00651,Pune,Women Ethnic,Affiliate,control,1923,10,4
O002785,2026-06-02,S0050928,C04593,Bengaluru,Kids,Paid Search,control,1190,5,3
O002786,2026-06-02,S0050956,C03647,Hyderabad,Men Casual,Paid Search,free_shipping_nudge,2198,15,1
O002787,2026-06-02,S0050973,C01267,Lucknow,Footwear,Paid Search,control,2065,20,4
O002788,2026-06-02,S0050975,C02004,Bengaluru,Beauty,Influencer,free_shipping_nudge,1351,5,3
O002789,2026-06-02,S0050986,C04725,Bengaluru,Footwear,Affiliate,free_shipping_nudge,3786,5,3
O002790,2026-06-02,S0050989,C02928,Mumbai,Footwear,Organic,control,1397,30,5
O002791,2026-06-02,S0050995,C01748,Mumbai,Beauty,Organic,free_shipping_nudge,1466,0,1
O002792,2026-06-02,S0051002,C01270,Delhi NCR,Women Ethnic,Influencer,free_shipping_nudge,1401,15,4
O002793,2026-06-02,S0051007,C04320,Delhi NCR,Beauty,Organic,free_shipping_nudge,528,30,5
O002794,2026-06-02,S0051053,C03629,Pune,Women Ethnic,Organic,control,1470,20,2
O002795,2026-06-02,S0051083,C02840,Lucknow,Footwear,Organic,free_shipping_nudge,2244,5,1
O002796,2026-06-02,S0051084,C01024,Bengaluru,Men Casual,Affiliate,free_shipping_nudge,1287,15,3
O002797,2026-06-02,S0051106,C01453,Bengaluru,Beauty,Organic,free_shipping_nudge,765,0,4
O002798,2026-06-02,S0051114,C02954,Bengaluru,Beauty,Influencer,free_shipping_nudge,968,0,3
O002799,2026-06-02,S0051129,C02779,Mumbai,Women Ethnic,Push,control,2691,20,2
O002800,2026-06-02,S0051130,C01629,Bengaluru,Women Ethnic,Influencer,free_shipping_nudge,1841,20,4
O002801,2026-06-02,S0051141,C04665,Pune,Women Ethnic,Paid Search,control,1697,5,5
O002802,2026-06-02,S0051142,C01435,Mumbai,Men Casual,Organic,free_shipping_nudge,1427,5,6
O002803,2026-06-02,S0051160,C02799,Delhi NCR,Women Ethnic,Influencer,control,2050,15,6
O002804,2026-06-02,S0051183,C01584,Hyderabad,Men Casual,Paid Search,free_shipping_nudge,1704,5,2
O002805,2026-06-02,S0051196,C01983,Delhi NCR,Footwear,Influencer,free_shipping_nudge,2723,15,1
O002806,2026-06-03,S0051220,C03851,Delhi NCR,Women Ethnic,Organic,free_shipping_nudge,2298,20,4
O002807,2026-06-03,S0051236,C00581,Hyderabad,Kids,Push,control,1025,25,6
O002808,2026-06-03,S0051244,C00403,Mumbai,Women Ethnic,Organic,free_shipping_nudge,1543,15,2
O002809,2026-06-03,S0051258,C02488,Pune,Men Casual,Influencer,free_shipping_nudge,1771,20,2
O002810,2026-06-03,S0051267,C02511,Delhi NCR,Men Casual,Paid Search,control,2040,25,6
O002811,2026-06-03,S0051274,C04710,Delhi NCR,Women Ethnic,Paid Search,free_shipping_nudge,2720,0,4
O002812,2026-06-03,S0051276,C04703,Pune,Women Ethnic,Paid Search,free_shipping_nudge,1443,5,1
O002813,2026-06-03,S0051285,C02220,Mumbai,Men Casual,Influencer,free_shipping_nudge,1157,5,5
O002814,2026-06-03,S0051292,C04655,Hyderabad,Kids,Organic,free_shipping_nudge,1310,15,1
O002815,2026-06-03,S0051305,C01045,Delhi NCR,Women Ethnic,Paid Search,free_shipping_nudge,1883,15,2
O002816,2026-06-03,S0051316,C04825,Indore,Beauty,Organic,control,818,0,2
O002817,2026-06-03,S0051329,C00119,Pune,Kids,Organic,control,1318,30,2
O002818,2026-06-03,S0051343,C03677,Delhi NCR,Women Ethnic,Push,free_shipping_nudge,2672,30,3
O002819,2026-06-03,S0051348,C01117,Bengaluru,Beauty,Organic,control,815,25,3
O002820,2026-06-03,S0051354,C04626,Indore,Beauty,Paid Search,free_shipping_nudge,507,15,4
O002821,2026-06-03,S0051392,C03696,Hyderabad,Beauty,Influencer,control,1213,5,6
O002822,2026-06-03,S0051412,C04100,Jaipur,Kids,Push,control,885,30,4
O002823,2026-06-03,S0051420,C05194,Hyderabad,Men Casual,Paid Search,free_shipping_nudge,1176,30,6
O002824,2026-06-03,S0051423,C02133,Lucknow,Women Ethnic,Affiliate,free_shipping_nudge,2283,20,1
